,Date,Age,Game Result,GS,MP,FG,FGA,FGcent,3P,3PA,3Pcent,FT,FTA,FTcent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PointDifference,Player,2P,2PA,2Pcent
5187,11/25/2022,20.791780821917808,W,1,32.93333333333333,10,17,0.588,3,9,0.333,7,9,0.778,0,5,5,5,0,0,6,6,30,17.9,6.0,Jalen Green,7,8,0.875
5188,11/26/2022,20.794520547945204,W,1,34.36666666666667,11,19,0.579,6,9,0.667,0,0,,0,2,2,9,0,0,4,1,28,21.6,17.0,Jalen Green,5,10,0.5
5190,10/21/2022,21.78904109589041,L,0,24.783333333333335,3,5,0.6,1,2,0.5,1,2,0.5,1,4,5,3,1,1,3,2,8,7.2,12.0,Kenyon Martin Jr.,2,3,0.6666666666666666
5193,10/26/2022,21.802739726027397,L,0,24.9,3,9,0.333,0,2,0.0,5,7,0.714,2,8,10,3,0,0,1,4,11,8.4,4.0,Kenyon Martin Jr.,3,7,0.42857142857142855
5196,10/31/2022,21.816438356164383,L,0,28.75,9,17,0.529,2,8,0.25,3,6,0.5,0,6,6,1,1,2,1,3,23,16.2,3.0,Kenyon Martin Jr.,7,9,0.7777777777777778
5199,11/7/2022,21.835616438356166,W,0,25.85,8,14,0.571,4,8,0.5,1,2,0.5,2,2,4,5,0,2,1,2,21,19.1,14.0,Kenyon Martin Jr.,4,6,0.6666666666666666
5200,11/9/2022,21.84109589041096,L,0,22.566666666666666,5,6,0.833,2,3,0.667,1,2,0.5,2,4,6,0,0,2,0,3,13,13.2,18.0,Kenyon Martin Jr.,3,3,1.0
5201,11/12/2022,21.84931506849315,L,0,25.716666666666665,4,7,0.571,0,3,0.0,1,1,1.0,3,4,7,1,0,0,3,2,9,5.9,1.0,Kenyon Martin Jr.,4,4,1.0
5203,11/16/2022,21.86027397260274,W,0,24.816666666666666,4,5,0.8,1,1,1.0,1,1,1.0,0,1,1,1,0,2,1,1,10,9.1,0.0,Kenyon Martin Jr.,3,4,0.75
5204,11/18/2022,21.865753424657534,L,1,26.266666666666666,5,9,0.556,0,2,0.0,2,4,0.5,4,4,8,1,1,0,2,4,12,9.0,6.0,Kenyon Martin Jr.,5,7,0.7142857142857143
5205,11/20/2022,21.87123287671233,L,0,23.65,4,6,0.667,1,2,0.5,3,4,0.75,0,4,4,1,1,0,0,0,12,11.9,12.0,Kenyon Martin Jr.,3,4,0.75
5206,11/25/2022,21.884931506849316,W,1,33.7,10,13,0.769,1,1,1.0,0,0,,5,10,15,2,1,0,5,3,21,18.6,8.0,Kenyon Martin Jr.,9,12,0.75
5209,10/21/2022,21.44931506849315,L,0,19.516666666666666,2,6,0.333,1,2,0.5,1,1,1.0,1,6,7,1,0,1,0,1,6,6.1,11.0,Tari Eason,1,4,0.25
5211,10/24/2022,21.457534246575342,W,0,18.75,4,12,0.333,0,2,0.0,3,4,0.75,5,4,9,0,3,0,1,3,11,9.3,7.0,Tari Eason,4,10,0.4
5217,11/5/2022,21.49041095890411,L,0,23.983333333333334,6,8,0.75,2,2,1.0,3,5,0.6,3,3,6,2,1,0,1,3,17,16.2,2.0,Tari Eason,4,6,0.6666666666666666
5218,11/7/2022,21.495890410958904,W,0,19.716666666666665,3,7,0.429,2,3,0.667,0,0,,2,4,6,0,2,0,1,3,8,6.7,13.0,Tari Eason,1,4,0.25
5219,11/9/2022,21.5013698630137,L,0,21.416666666666668,5,15,0.333,0,2,0.0,4,5,0.8,4,2,6,5,5,0,2,2,14,14.2,9.0,Tari Eason,5,13,0.38461538461538464
5220,11/12/2022,21.50958904109589,L,0,21.05,1,4,0.25,1,3,0.333,2,2,1.0,0,2,2,3,3,0,1,3,5,6.1,6.0,Tari Eason,0,1,0.0
5222,11/16/2022,21.52054794520548,W,0,17.866666666666667,3,5,0.6,0,1,0.0,2,2,1.0,1,6,7,0,0,1,2,3,8,5.7,12.0,Tari Eason,3,4,0.75
5224,11/20/2022,21.53150684931507,L,0,22.666666666666668,8,14,0.571,1,5,0.2,2,2,1.0,2,6,8,1,3,0,0,1,19,18.9,6.0,Tari Eason,7,9,0.7777777777777778
5225,11/25/2022,21.545205479452054,W,0,18.5,2,9,0.222,0,1,0.0,2,2,1.0,4,3,7,0,1,0,0,2,6,4.4,4.0,Tari Eason,2,8,0.25
5230,10/24/2022,22.473972602739725,W,1,34.71666666666667,8,19,0.421,1,4,0.25,9,9,1.0,1,9,10,4,2,1,4,1,26,20.4,3.0,Kevin Porter Jr.,7,15,0.4666666666666667
5237,11/7/2022,22.512328767123286,W,1,37.95,7,14,0.5,3,8,0.375,0,1,0.0,1,7,8,11,2,1,7,5,17,13.8,13.0,Kevin Porter Jr.,4,6,0.6666666666666666
5241,11/16/2022,22.536986301369865,W,1,36.5,6,14,0.429,2,3,0.667,3,4,0.75,1,10,11,8,1,3,5,2,17,15.8,16.0,Kevin Porter Jr.,4,11,0.36363636363636365
5243,11/25/2022,22.561643835616437,W,1,36.583333333333336,5,16,0.313,0,6,0.0,2,3,0.667,3,4,7,10,1,0,4,0,12,9.7,5.0,Kevin Porter Jr.,5,10,0.5
5244,11/26/2022,22.564383561643837,W,1,33.333333333333336,6,13,0.462,1,5,0.2,3,5,0.6,0,3,3,6,1,0,5,2,16,8.8,17.0,Kevin Porter Jr.,5,8,0.625
5248,10/24/2022,19.44931506849315,W,1,33.85,6,10,0.6,3,5,0.6,6,6,1.0,3,6,9,2,0,3,1,5,21,20.8,2.0,Jabari Smith Jr.,3,5,0.6
5261,11/25/2022,19.536986301369865,W,1,38.05,6,17,0.353,5,11,0.455,4,4,1.0,2,7,9,1,1,1,0,3,21,16.2,14.0,Jabari Smith Jr.,1,6,0.16666666666666666
5262,11/26/2022,19.53972602739726,W,1,31.416666666666668,5,11,0.455,3,8,0.375,2,2,1.0,2,11,13,0,0,1,1,1,15,13.3,23.0,Jabari Smith Jr.,2,3,0.6666666666666666
5264,10/24/2022,20.627397260273973,W,0,10.616666666666667,1,3,0.333,0,0,,0,2,0.0,3,1,4,1,0,0,2,2,2,-0.2,5.0,Usman Garuba,1,3,0.3333333333333333
5266,10/28/2022,20.638356164383563,L,0,5.083333333333333,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,0.0,Usman Garuba,1,1,1.0
5268,10/31/2022,20.646575342465752,L,0,10.433333333333334,1,2,0.5,0,0,,0,0,,2,6,8,1,0,1,1,0,2,4.6,4.0,Usman Garuba,1,2,0.5
5269,11/2/2022,20.65205479452055,L,0,12.416666666666666,3,5,0.6,0,1,0.0,0,1,0.0,4,2,6,1,2,0,2,4,6,5.8,6.0,Usman Garuba,3,4,0.75
5271,11/7/2022,20.665753424657535,W,0,18.95,1,2,0.5,1,1,1.0,0,0,,2,4,6,2,0,1,1,2,3,4.9,1.0,Usman Garuba,0,1,0.0
5272,11/9/2022,20.671232876712327,L,0,14.066666666666666,2,5,0.4,0,0,,0,0,,4,4,8,3,0,2,0,1,4,8.4,7.0,Usman Garuba,2,5,0.4
5273,11/12/2022,20.67945205479452,L,0,23.283333333333335,1,2,0.5,1,1,1.0,1,2,0.5,1,5,6,0,1,1,2,2,4,3.7,1.0,Usman Garuba,0,1,0.0
5275,11/16/2022,20.69041095890411,W,0,21.783333333333335,5,5,1.0,2,2,1.0,0,0,,1,8,9,3,0,3,0,3,12,16.6,16.0,Usman Garuba,3,3,1.0
5278,11/25/2022,20.715068493150685,W,0,19.4,1,2,0.5,0,1,0.0,7,8,0.875,5,0,5,3,1,2,0,5,9,13.6,5.0,Usman Garuba,1,1,1.0
5281,10/24/2022,20.693150684931506,W,0,21.583333333333332,2,3,0.667,0,0,,3,4,0.75,1,0,1,2,0,1,0,1,7,7.7,5.0,Daishen Nix,2,3,0.6666666666666666
5285,10/31/2022,20.71232876712329,L,0,9.283333333333333,1,3,0.333,1,2,0.5,0,0,,1,1,2,2,1,0,0,0,3,4.7,14.0,Daishen Nix,0,1,0.0
5287,11/5/2022,20.726027397260275,L,0,18.8,0,4,0.0,0,2,0.0,0,0,,0,2,2,6,3,0,4,1,0,0.6,4.0,Daishen Nix,0,2,0.0
5288,11/7/2022,20.731506849315068,W,0,11.1,1,3,0.333,1,2,0.5,0,0,,0,1,1,1,0,0,0,1,3,1.9,0.0,Daishen Nix,0,1,0.0
5289,11/9/2022,20.736986301369864,L,0,7.55,1,1,1.0,1,1,1.0,0,0,,0,0,0,1,2,0,1,2,3,3.6,1.0,Daishen Nix,0,0,
5290,11/12/2022,20.745205479452054,L,0,11.283333333333333,0,0,,0,0,,0,0,,0,3,3,3,1,0,2,0,0,2.0,13.0,Daishen Nix,0,0,
5294,11/20/2022,20.767123287671232,L,0,13.25,0,3,0.0,0,2,0.0,0,0,,0,1,1,5,1,0,1,0,0,1.7,7.0,Daishen Nix,0,1,0.0
5295,11/25/2022,20.78082191780822,W,0,16.166666666666668,0,2,0.0,0,1,0.0,2,4,0.5,0,3,3,2,2,0,3,3,2,-0.1,8.0,Daishen Nix,0,1,0.0
5298,10/21/2022,20.24109589041096,L,0,27.0,9,13,0.692,1,2,0.5,4,10,0.4,5,7,12,1,1,2,1,3,23,21.6,13.0,Alperen Şengün,8,11,0.7272727272727273
5304,11/5/2022,20.28219178082192,L,1,20.383333333333333,8,9,0.889,0,0,,1,3,0.333,5,2,7,5,0,0,2,3,17,17.5,0.0,Alperen Şengün,8,9,0.8888888888888888
5305,11/7/2022,20.28767123287671,W,1,29.033333333333335,6,14,0.429,0,1,0.0,8,10,0.8,7,3,10,4,2,1,3,2,20,19.3,6.0,Alperen Şengün,6,13,0.46153846153846156
5310,11/18/2022,20.317808219178083,L,1,28.016666666666666,4,13,0.308,1,1,1.0,2,2,1.0,3,6,9,4,1,0,1,4,11,8.6,4.0,Alperen Şengün,3,12,0.25
5311,11/20/2022,20.323287671232876,L,1,23.416666666666668,1,3,0.333,0,0,,2,2,1.0,1,6,7,3,1,0,3,3,4,3.7,0.0,Alperen Şengün,1,3,0.3333333333333333
5312,11/26/2022,20.339726027397262,W,1,34.7,10,17,0.588,0,1,0.0,1,1,1.0,6,13,19,7,3,2,3,6,21,25.1,17.0,Alperen Şengün,10,16,0.625
5313,10/19/2022,33.81643835616438,L,1,29.3,4,9,0.444,1,4,0.25,2,2,1.0,0,1,1,4,0,0,1,2,11,7.6,8.0,Eric Gordon,3,5,0.6
5315,10/24/2022,33.83013698630137,W,1,31.016666666666666,5,11,0.455,1,4,0.25,2,2,1.0,0,2,2,2,1,0,2,0,13,8.3,8.0,Eric Gordon,4,7,0.5714285714285714
5317,10/28/2022,33.84109589041096,L,1,33.25,6,10,0.6,4,7,0.571,2,2,1.0,0,3,3,5,1,1,5,1,18,14.1,1.0,Eric Gordon,2,3,0.6666666666666666
5325,11/16/2022,33.893150684931506,W,1,30.7,3,9,0.333,1,4,0.25,3,3,1.0,0,3,3,1,0,0,3,0,10,3.5,13.0,Eric Gordon,2,5,0.4
5326,11/18/2022,33.8986301369863,L,1,36.21666666666667,8,17,0.471,1,6,0.167,7,7,1.0,2,4,6,3,1,2,2,1,24,20.0,8.0,Eric Gordon,7,11,0.6363636363636364
5327,11/20/2022,33.9041095890411,L,1,29.716666666666665,5,12,0.417,3,7,0.429,1,1,1.0,0,2,2,2,1,0,2,0,14,8.6,0.0,Eric Gordon,2,5,0.4
5328,11/26/2022,33.92054794520548,W,1,27.05,5,7,0.714,4,6,0.667,1,1,1.0,0,0,0,2,1,0,3,1,15,11.1,17.0,Eric Gordon,1,1,1.0
5329,10/19/2022,25.986301369863014,L,0,14.05,0,2,0.0,0,2,0.0,0,0,,0,1,1,1,0,0,0,1,0,-0.8,3.0,Garrison Mathews,0,0,
5330,10/21/2022,25.991780821917807,L,0,12.833333333333334,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,1,3,1.9,5.0,Garrison Mathews,0,0,
5332,10/24/2022,26.0,W,0,11.533333333333333,1,5,0.2,1,5,0.2,0,0,,0,2,2,0,0,1,0,2,3,0.4,10.0,Garrison Mathews,0,0,
5333,10/26/2022,26.005479452054793,L,0,16.116666666666667,3,5,0.6,3,5,0.6,2,2,1.0,0,0,0,1,1,0,0,3,11,9.2,0.0,Garrison Mathews,0,0,
5337,11/2/2022,26.024657534246575,L,0,6.966666666666667,1,3,0.333,1,3,0.333,0,0,,1,0,1,0,0,0,1,1,3,0.6,3.0,Garrison Mathews,0,0,
5338,11/5/2022,26.03287671232877,L,0,18.233333333333334,3,7,0.429,3,6,0.5,0,0,,0,1,1,1,0,0,1,0,9,5.3,7.0,Garrison Mathews,0,1,0.0
5341,11/14/2022,26.057534246575344,L,0,4.25,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,0,0.6,6.0,Garrison Mathews,0,0,
5343,11/25/2022,26.087671232876712,W,0,22.75,4,6,0.667,3,5,0.6,9,9,1.0,1,3,4,2,2,0,1,3,20,20.2,5.0,Garrison Mathews,1,1,1.0
5344,11/26/2022,26.09041095890411,W,0,18.0,3,4,0.75,3,4,0.75,2,3,0.667,0,2,2,0,0,0,0,3,11,8.4,2.0,Garrison Mathews,0,0,
5349,10/28/2022,20.887671232876713,L,0,0.9666666666666667,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7,0.0,Josh Christopher,1,1,1.0
5351,10/31/2022,20.895890410958906,L,0,4.3,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,7.0,Josh Christopher,0,0,
5352,11/5/2022,20.90958904109589,L,0,14.65,2,6,0.333,0,2,0.0,0,0,,1,1,2,1,2,0,1,1,4,2.9,0.0,Josh Christopher,2,4,0.5
5362,11/5/2022,34.224657534246575,L,0,3.0833333333333335,0,1,0.0,0,0,,1,2,0.5,0,1,1,0,1,0,0,1,1,0.8,4.0,Boban Marjanović,0,1,0.0
5364,11/14/2022,34.24931506849315,L,0,2.966666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,7.0,Boban Marjanović,0,0,
5365,10/26/2022,26.994520547945207,L,1,20.3,3,5,0.6,1,1,1.0,0,0,,2,3,5,1,0,0,2,5,7,3.7,5.0,Jae'Sean Tate,2,4,0.5
5372,11/14/2022,20.997260273972604,L,0,4.25,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,0,1,0.6,6.0,TyTy Washington Jr.,0,0,
5373,10/20/2022,34.553424657534244,W,1,30.933333333333334,6,16,0.375,4,12,0.333,1,2,0.5,1,3,4,1,0,2,0,2,17,10.7,0.0,Brook Lopez,2,4,0.5
5374,10/22/2022,34.558904109589044,W,1,28.783333333333335,3,7,0.429,3,6,0.5,0,0,,0,5,5,2,2,5,1,3,9,11.5,4.0,Brook Lopez,0,1,0.0
5375,10/26/2022,34.56986301369863,W,1,27.85,3,10,0.3,1,5,0.2,0,0,,3,3,6,1,0,6,2,2,7,6.3,21.0,Brook Lopez,2,5,0.4
5376,10/28/2022,34.57534246575342,W,1,33.4,5,13,0.385,0,6,0.0,4,4,1.0,4,7,11,2,1,3,0,4,14,14.7,1.0,Brook Lopez,5,7,0.7142857142857143
5377,10/29/2022,34.57808219178082,W,1,34.0,8,12,0.667,5,8,0.625,0,0,,1,5,6,0,1,2,1,2,21,18.6,16.0,Brook Lopez,3,4,0.75
5378,10/31/2022,34.583561643835615,W,1,34.416666666666664,10,16,0.625,2,5,0.4,2,2,1.0,4,5,9,0,0,2,1,4,24,19.9,12.0,Brook Lopez,8,11,0.7272727272727273
5379,11/2/2022,34.58904109589041,W,1,27.033333333333335,5,8,0.625,0,2,0.0,1,1,1.0,2,5,7,2,1,1,3,1,11,10.0,29.0,Brook Lopez,5,6,0.8333333333333334
5381,11/5/2022,34.5972602739726,W,1,23.7,10,16,0.625,4,9,0.444,1,1,1.0,2,1,3,1,1,1,3,3,25,17.7,13.0,Brook Lopez,6,7,0.8571428571428571
5383,11/9/2022,34.608219178082194,W,1,45.65,11,23,0.478,1,6,0.167,1,2,0.5,4,9,13,1,1,5,1,0,24,21.6,10.0,Brook Lopez,10,17,0.5882352941176471
5386,11/16/2022,34.62739726027397,W,1,30.333333333333332,10,13,0.769,7,9,0.778,2,2,1.0,1,4,5,1,1,3,1,2,29,27.8,22.0,Brook Lopez,3,4,0.75
5390,11/25/2022,34.652054794520545,W,1,27.533333333333335,3,3,1.0,2,2,1.0,0,0,,0,4,4,0,0,6,0,0,8,12.5,20.0,Brook Lopez,1,1,1.0
5393,10/22/2022,27.695890410958903,W,0,22.5,6,10,0.6,1,1,1.0,0,0,,3,5,8,1,1,1,2,2,13,11.6,8.0,Bobby Portis,5,9,0.5555555555555556
5396,10/29/2022,27.715068493150685,W,0,24.233333333333334,4,12,0.333,1,5,0.2,0,0,,1,9,10,4,0,0,0,1,9,8.0,15.0,Bobby Portis,3,7,0.42857142857142855
5398,11/2/2022,27.726027397260275,W,0,24.033333333333335,5,9,0.556,0,3,0.0,0,0,,3,6,9,3,0,0,2,2,10,8.9,6.0,Bobby Portis,5,6,0.8333333333333334
5399,11/4/2022,27.731506849315068,W,0,30.433333333333334,7,14,0.5,2,6,0.333,2,2,1.0,0,8,8,5,0,0,1,1,18,15.5,8.0,Bobby Portis,5,8,0.625
5400,11/5/2022,27.734246575342464,W,1,29.266666666666666,5,15,0.333,2,5,0.4,0,0,,4,17,21,2,0,0,1,0,12,11.8,12.0,Bobby Portis,3,10,0.3
5402,11/9/2022,27.745205479452054,W,1,34.25,4,12,0.333,1,1,1.0,4,4,1.0,1,8,9,2,1,0,2,2,13,8.9,6.0,Bobby Portis,3,11,0.2727272727272727
5404,11/14/2022,27.75890410958904,L,0,22.983333333333334,6,15,0.4,0,5,0.0,2,3,0.667,3,7,10,2,0,0,1,5,14,8.1,0.0,Bobby Portis,6,10,0.6
5405,11/16/2022,27.764383561643836,W,1,29.716666666666665,4,8,0.5,0,1,0.0,2,2,1.0,0,11,11,2,1,0,1,1,10,10.3,18.0,Bobby Portis,4,7,0.5714285714285714
5407,11/21/2022,27.778082191780822,W,0,24.066666666666666,6,11,0.545,1,3,0.333,0,0,,0,5,5,4,0,1,1,4,13,10.1,5.0,Bobby Portis,5,8,0.625
5409,11/25/2022,27.78904109589041,W,0,25.433333333333334,6,10,0.6,2,3,0.667,0,0,,1,7,8,4,0,1,3,1,14,12.3,4.0,Bobby Portis,4,7,0.5714285714285714
5410,11/27/2022,27.794520547945204,W,0,31.633333333333333,7,12,0.583,1,5,0.2,0,0,,1,9,10,1,0,0,0,3,15,12.3,10.0,Bobby Portis,6,7,0.8571428571428571
5411,10/20/2022,27.0986301369863,W,1,22.0,2,3,0.667,1,2,0.5,0,0,,1,3,4,1,1,0,3,2,5,3.2,3.0,Jevon Carter,1,1,1.0
5412,10/22/2022,27.104109589041094,W,1,25.25,0,4,0.0,0,3,0.0,0,0,,0,1,1,4,2,0,3,4,0,-2.3,7.0,Jevon Carter,0,1,0.0
5416,10/31/2022,27.12876712328767,W,1,24.133333333333333,0,5,0.0,0,3,0.0,0,0,,3,3,6,1,2,0,0,3,0,1.0,1.0,Jevon Carter,0,2,0.0
5417,11/2/2022,27.134246575342466,W,1,18.45,1,5,0.2,0,2,0.0,2,2,1.0,0,1,1,3,4,1,0,2,4,7.2,5.0,Jevon Carter,1,3,0.3333333333333333
5418,11/4/2022,27.13972602739726,W,1,19.733333333333334,2,3,0.667,2,3,0.667,0,0,,0,1,1,2,1,1,1,4,6,5.5,17.0,Jevon Carter,0,0,
5421,11/9/2022,27.153424657534245,W,1,44.75,15,27,0.556,5,10,0.5,1,2,0.5,0,4,4,12,1,0,5,5,36,26.3,3.0,Jevon Carter,10,17,0.5882352941176471
5424,11/16/2022,27.172602739726027,W,1,31.85,5,10,0.5,1,3,0.333,0,0,,1,3,4,8,1,2,1,2,11,13.8,27.0,Jevon Carter,4,7,0.5714285714285714
5426,11/21/2022,27.186301369863013,W,1,25.833333333333332,2,3,0.667,1,1,1.0,0,0,,1,2,3,3,1,1,2,2,5,6.0,14.0,Jevon Carter,1,2,0.5
5427,11/23/2022,27.19178082191781,L,1,24.266666666666666,1,4,0.25,0,2,0.0,0,0,,0,5,5,2,0,0,0,4,2,0.9,5.0,Jevon Carter,1,2,0.5
5428,11/25/2022,27.197260273972603,W,1,24.533333333333335,6,9,0.667,5,6,0.833,1,1,1.0,0,3,3,2,2,0,2,4,18,14.8,17.0,Jevon Carter,1,3,0.3333333333333333
5429,11/27/2022,27.202739726027396,W,1,30.783333333333335,6,11,0.545,2,5,0.4,0,0,,0,3,3,6,1,0,2,1,14,12.4,20.0,Jevon Carter,4,6,0.6666666666666666
5431,10/22/2022,24.117808219178084,W,0,17.666666666666668,4,6,0.667,1,1,1.0,0,0,,0,3,3,0,0,0,3,1,9,3.9,15.0,Jordan Nwora,3,5,0.6
5432,10/26/2022,24.12876712328767,W,0,16.65,1,2,0.5,1,1,1.0,0,0,,1,5,6,1,0,0,0,0,3,4.9,6.0,Jordan Nwora,0,1,0.0
5434,10/29/2022,24.136986301369863,W,0,15.0,3,6,0.5,2,4,0.5,3,3,1.0,1,2,3,0,0,0,1,1,11,7.9,1.0,Jordan Nwora,1,2,0.5
5436,11/2/2022,24.147945205479452,W,0,25.516666666666666,4,9,0.444,2,5,0.4,2,2,1.0,2,2,4,1,2,0,4,1,12,7.6,8.0,Jordan Nwora,2,4,0.5
5443,11/16/2022,24.186301369863013,W,0,28.666666666666668,6,10,0.6,5,9,0.556,4,6,0.667,0,3,3,1,1,1,3,0,21,15.9,10.0,Jordan Nwora,1,1,1.0
5444,11/18/2022,24.19178082191781,L,0,24.666666666666668,3,6,0.5,2,3,0.667,0,0,,0,2,2,2,0,1,0,1,8,7.3,8.0,Jordan Nwora,1,3,0.3333333333333333
5445,11/21/2022,24.2,W,0,18.2,2,4,0.5,1,2,0.5,1,2,0.5,1,2,3,2,0,0,3,0,6,3.3,0.0,Jordan Nwora,1,2,0.5
5449,10/20/2022,36.463013698630135,W,0,20.533333333333335,2,2,1.0,0,0,,0,0,,0,1,1,0,0,0,2,2,4,0.9,3.0,George Hill,2,2,1.0
5450,10/22/2022,36.46849315068493,W,0,23.65,3,4,0.75,2,3,0.667,1,2,0.5,0,2,2,6,0,0,0,2,9,11.0,20.0,George Hill,1,1,1.0
5451,10/26/2022,36.47945205479452,W,0,29.816666666666666,2,3,0.667,0,1,0.0,4,4,1.0,1,2,3,4,1,0,1,3,8,9.6,12.0,George Hill,2,2,1.0
5452,10/28/2022,36.484931506849314,W,0,26.616666666666667,4,10,0.4,2,6,0.333,2,3,0.667,2,2,4,2,0,0,0,2,12,8.8,6.0,George Hill,2,4,0.5
5453,10/29/2022,36.487671232876714,W,0,16.616666666666667,0,1,0.0,0,1,0.0,0,0,,0,0,0,2,0,0,0,2,0,-0.1,9.0,George Hill,0,0,
5455,11/2/2022,36.4986301369863,W,0,18.35,2,6,0.333,1,3,0.333,2,3,0.667,0,4,4,3,0,0,0,1,7,6.1,6.0,George Hill,1,3,0.3333333333333333
5457,11/5/2022,36.50684931506849,W,0,21.183333333333334,1,2,0.5,0,0,,0,2,0.0,0,2,2,2,0,0,3,3,2,-2.0,17.0,George Hill,1,2,0.5
5464,11/21/2022,36.55068493150685,W,0,19.75,0,1,0.0,0,1,0.0,0,0,,0,5,5,5,2,1,0,0,0,7.0,5.0,George Hill,0,0,
5466,11/25/2022,36.56164383561644,W,0,20.033333333333335,2,5,0.4,1,3,0.333,0,2,0.0,0,2,2,2,0,0,1,2,5,1.7,4.0,George Hill,1,2,0.5
5467,11/27/2022,36.56712328767123,W,0,15.366666666666667,2,2,1.0,1,1,1.0,0,0,,0,2,2,2,0,0,1,2,5,4.6,0.0,George Hill,1,1,1.0
5469,10/22/2022,27.03835616438356,W,1,27.866666666666667,3,11,0.273,2,7,0.286,3,4,0.75,2,3,5,2,1,0,0,2,11,8.0,4.0,Grayson Allen,1,4,0.25
5470,10/26/2022,27.04931506849315,W,1,28.133333333333333,1,8,0.125,1,6,0.167,2,2,1.0,0,5,5,4,0,0,1,0,5,3.1,17.0,Grayson Allen,0,2,0.0
5471,10/28/2022,27.054794520547944,W,1,28.783333333333335,6,10,0.6,4,6,0.667,1,1,1.0,1,3,4,2,1,0,1,2,17,14.6,23.0,Grayson Allen,2,4,0.5
5473,10/31/2022,27.063013698630137,W,1,19.883333333333333,2,4,0.5,1,3,0.333,4,4,1.0,0,2,2,2,1,0,4,1,9,5.6,11.0,Grayson Allen,1,1,1.0
5474,11/2/2022,27.068493150684933,W,1,24.983333333333334,2,6,0.333,1,4,0.25,0,0,,0,1,1,4,1,0,0,3,5,4.5,18.0,Grayson Allen,1,2,0.5
5475,11/4/2022,27.073972602739726,W,1,29.933333333333334,3,5,0.6,2,3,0.667,2,2,1.0,3,2,5,2,2,0,2,2,10,11.0,25.0,Grayson Allen,1,2,0.5
5476,11/5/2022,27.076712328767123,W,0,20.883333333333333,6,8,0.75,5,6,0.833,2,2,1.0,0,1,1,1,2,1,2,0,19,17.5,8.0,Grayson Allen,1,2,0.5
5478,11/9/2022,27.087671232876712,W,1,35.03333333333333,5,8,0.625,2,3,0.667,6,6,1.0,1,2,3,6,0,1,3,5,18,15.6,10.0,Grayson Allen,3,5,0.6
5480,11/18/2022,27.112328767123287,L,0,26.6,3,6,0.5,1,3,0.333,0,0,,2,2,4,1,1,1,1,1,7,7.0,0.0,Grayson Allen,2,3,0.6666666666666666
5481,11/21/2022,27.12054794520548,W,1,31.8,5,8,0.625,2,5,0.4,5,5,1.0,2,6,8,2,0,0,0,2,17,17.2,9.0,Grayson Allen,3,3,1.0
5482,11/23/2022,27.126027397260273,L,1,32.8,4,8,0.5,2,4,0.5,3,3,1.0,3,1,4,2,0,0,1,2,13,11.0,2.0,Grayson Allen,2,4,0.5
5483,11/25/2022,27.13150684931507,W,1,28.25,2,8,0.25,1,6,0.167,3,3,1.0,0,5,5,5,2,0,1,0,8,9.2,9.0,Grayson Allen,1,2,0.5
5484,11/27/2022,27.136986301369863,W,1,31.9,8,10,0.8,7,8,0.875,2,4,0.5,0,2,2,5,2,1,0,2,25,26.4,20.0,Grayson Allen,1,2,0.5
5485,10/20/2022,27.87123287671233,W,1,36.083333333333336,9,16,0.563,1,3,0.333,2,5,0.4,0,13,13,8,1,3,1,4,21,22.2,13.0,Giannis Antetokounmpo,8,13,0.6153846153846154
5486,10/22/2022,27.876712328767123,W,1,27.633333333333333,17,21,0.81,2,3,0.667,8,13,0.615,2,10,12,3,0,0,4,2,44,35.8,23.0,Giannis Antetokounmpo,15,18,0.8333333333333334
5487,10/26/2022,27.887671232876713,W,1,37.86666666666667,16,25,0.64,1,4,0.25,10,14,0.714,2,12,14,5,1,3,7,4,43,33.3,5.0,Giannis Antetokounmpo,15,21,0.7142857142857143
5488,10/28/2022,27.893150684931506,W,1,38.916666666666664,11,22,0.5,1,6,0.167,7,11,0.636,0,14,14,9,1,1,2,0,30,27.6,27.0,Giannis Antetokounmpo,10,16,0.625
5491,11/2/2022,27.90684931506849,W,1,29.516666666666666,11,24,0.458,0,4,0.0,10,12,0.833,5,7,12,4,5,2,1,1,32,32.2,12.0,Giannis Antetokounmpo,11,20,0.55
5492,11/4/2022,27.912328767123288,W,1,33.583333333333336,7,17,0.412,2,4,0.5,10,20,0.5,0,14,14,11,0,0,4,3,26,19.6,25.0,Giannis Antetokounmpo,5,13,0.38461538461538464
5495,11/16/2022,27.945205479452056,W,1,31.533333333333335,6,18,0.333,0,2,0.0,4,11,0.364,2,10,12,8,0,0,2,1,16,10.6,10.0,Giannis Antetokounmpo,6,16,0.375
5497,11/21/2022,27.958904109589042,W,1,35.083333333333336,16,24,0.667,0,1,0.0,5,12,0.417,2,5,7,6,2,0,1,3,37,30.7,19.0,Giannis Antetokounmpo,16,23,0.6956521739130435
