"season","Cleaned_Team","playoffs","W","SRS","Pace","Rel.Pace","ORtg","Rel.ORtg","DRtg","Rel.DRtg","No_of_Awards"
"1982-83","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","48","2.88","103.2","0.1","105.9","1.2","102.8","-1.9","0"
"1981-82","Seattle SuperSonics","Lost W. Conf. Semis","52","3.69","100","-0.9","106.4","-0.5","102.3","-4.6","0"
"1980-81","Seattle SuperSonics","","34","-1.84","100.3","-1.5","103.2","-2.3","104.8","-0.7","0"
"1979-80","Seattle SuperSonics","Lost W. Conf. Finals","56","4.24","101.8","-1.3","105.8","0.5","101.2","-4.1","0"
"1978-79","Seattle SuperSonics","Won Finals","52","2.69","103.4","-2.4","102.7","-1.1","100.1","-3.7","0"
"1977-78","Seattle SuperSonics","Lost Finals","47","1.48","104.8","-1.9","99.2","-1.7","97.7","-3.2","0"
"1976-77","Seattle SuperSonics","","40","-1.43","106.8","0.3","96.7","-2.8","98.2","-1.3","0"
"1975-76","Seattle SuperSonics","Lost W. Conf. Semis","43","-0.15","107.7","2.2","98.3","0","98.6","0.3","0"
"1974-75","Seattle SuperSonics","Lost W. Conf. Semis","43","-1.19","105.5","1","96.7","-1","97.7","0","0"
"1973-74","Seattle SuperSonics","","36","-2.29","110.2","2.4","96.8","-0.9","99.1","1.4","0"
"1972-73","Seattle SuperSonics","","26","-5.33","110","-0.7","93.8","-3","99.1","2.3","0"
"1971-72","Seattle SuperSonics","","47","0.86","110.5","-1.5","98.5","0.6","98.1","0.2","0"
"1970-71","Seattle SuperSonics","","38","-1.53","116.5","1.4","98.4","1.2","100.1","2.9","0"
"1969-70","Seattle SuperSonics","","36","-2.43","116.4","-0.7","100","1","102.1","3.1","0"
"1968-69","Seattle SuperSonics","","30","-4.68","117.4","0.5","94.7","-0.8","98.8","3.3","0"
"1967-68","Seattle SuperSonics","","23","-6","123.9","4.1","95.4","-1.4","100.6","3.8","0"
"2022-23","Denver Nuggets","","4","-5.12","100.5","0.8","113.5","1.4","116.4","4.3","0"
"2019-20","Denver Nuggets","Lost W. Conf. Finals","46","2.35","97.1","-3.2","113.1","2.5","111","0.4","0"
"2018-19","Denver Nuggets","Lost W. Conf. Semis","54","4.19","97.7","-2.3","113","2.6","108.9","-1.5","0"
"2017-18","Denver Nuggets","","46","1.57","96.8","-0.5","112.5","3.9","111","2.4","0"
"2016-17","Denver Nuggets","","40","0.7","98.3","1.9","113.2","4.4","112.7","3.9","0"
"2015-16","Denver Nuggets","","33","-2.81","95.7","-0.1","105.6","-0.8","108.9","2.5","0"
"2014-15","Denver Nuggets","","30","-3.07","96.1","2.2","104.5","-1.1","108.2","2.6","0"
"2013-14","Denver Nuggets","","36","-1.4","98.1","4.2","106","-0.7","108.2","1.5","0"
"2012-13","Denver Nuggets","Lost W. Conf. 1st Rnd.","57","5.37","95.1","3.1","110.4","4.5","105.1","-0.8","0"
"2011-12","Denver Nuggets","Lost W. Conf. 1st Rnd.","38","3.16","94.2","2.9","109.2","4.6","106.2","1.6","0"
"2010-11","Denver Nuggets","Lost W. Conf. 1st Rnd.","50","4.81","95.6","3.5","112.3","5","107.3","0","0"
"2009-10","Denver Nuggets","Lost W. Conf. 1st Rnd.","53","4.15","94.8","2.1","111.8","4.2","107.5","-0.1","0"
"2008-09","Denver Nuggets","Lost W. Conf. Finals","54","3.13","94.3","2.6","110.4","2.1","106.8","-1.5","0"
"2007-08","Denver Nuggets","Lost W. Conf. 1st Rnd.","50","3.74","99.7","7.3","110","2.5","106.3","-1.2","0"
"2005-06","Denver Nuggets","Lost W. Conf. 1st Rnd.","44","0.36","93.9","3.4","105.5","-0.7","105.2","-1","0"
"2004-05","Denver Nuggets","Lost W. Conf. 1st Rnd.","49","2.23","93.5","2.6","106","-0.1","103.9","-2.2","0"
"2003-04","Denver Nuggets","Lost W. Conf. 1st Rnd.","43","1.65","93.3","3.2","103.9","1","102.7","-0.2","0"
"2002-03","Denver Nuggets","","17","-7.41","91","0","92.2","-11.4","101.3","-2.3","0"
"2001-02","Denver Nuggets","","27","-5.19","90.4","-0.3","101.4","-3.1","107.8","3.3","0"
"2000-01","Denver Nuggets","","40","-1.83","92.6","1.3","103.7","0.7","106.3","3.3","0"
"1999-00","Denver Nuggets","","35","-1.76","94.7","1.6","103.5","-0.6","105.8","1.7","0"
"1998-99","Denver Nuggets","","14","-6.67","90.5","1.6","103.1","0.9","110.4","8.2","0"
"1997-98","Denver Nuggets","","11","-11.74","89.7","-0.6","99","-6","112.1","7.1","0"
"1996-97","Denver Nuggets","","21","-6.4","92.4","2.3","104.5","-2.2","111.2","4.5","0"
"1995-96","Denver Nuggets","","35","-2.62","92.2","0.4","105.2","-2.4","108.1","0.5","0"
"1993-94","Denver Nuggets","Lost W. Conf. Semis","42","1.54","96.1","1","103.9","-2.4","102.3","-4","0"
"1991-92","Denver Nuggets","","24","-7.59","98.6","2","100.7","-7.5","108.6","0.4","0"
"1990-91","Denver Nuggets","","20","-10.31","113.7","15.9","105.2","-2.7","114.7","6.8","0"
"1989-90","Denver Nuggets","Lost W. Conf. 1st Rnd.","43","1.56","105.4","7.1","108","-0.1","106.7","-1.4","0"
"1988-89","Denver Nuggets","Lost W. Conf. 1st Rnd.","44","0.91","107.5","6.9","108.6","0.8","107.1","-0.7","0"
"1987-88","Denver Nuggets","Lost W. Conf. Semis","54","3.32","105.5","5.9","110.1","2.1","106.3","-1.7","0"
"1986-87","Denver Nuggets","Lost W. Conf. 1st Rnd.","37","-1.14","106.2","5.4","109.3","1","110.2","1.9","0"
"1985-86","Denver Nuggets","Lost W. Conf. Semis","47","0.89","106.7","4.6","107.1","-0.1","105.9","-1.3","0"
"1984-85","Denver Nuggets","Lost W. Conf. Finals","52","2.05","107.6","5.5","110.7","2.8","108.4","0.5","0"
"1983-84","Denver Nuggets","Lost W. Conf. 1st Rnd.","38","-1.27","110.5","9.1","111.3","3.7","112.3","4.7","0"
"1982-83","Denver Nuggets","Lost W. Conf. Semis","45","0.27","112.1","9","109.7","5","109.1","4.4","0"
"1981-82","Denver Nuggets","Lost W. Conf. 1st Rnd.","46","0.13","109.8","8.9","114.3","7.4","113.9","7","0"
"1980-81","Denver Nuggets","","37","-0.95","109.8","8","109.4","3.9","109.8","4.3","0"
"1979-80","Denver Nuggets","","30","-4.22","103.9","0.8","103.4","-1.9","107.6","2.3","0"
"1978-79","Denver Nuggets","Lost W. Conf. 1st Rnd.","47","1.24","105.9","0.1","104.4","0.6","103.2","-0.6","0"
"1977-78","Denver Nuggets","Lost W. Conf. Finals","48","0.8","108.5","1.8","102.3","1.4","101.5","0.6","0"
"1976-77","Denver Nuggets","Lost W. Conf. Semis","50","4.95","111.2","4.7","100.7","1.2","96.1","-3.4","0"
"2022-23","Minnesota Timberwolves","","4","-0.37","102.2","2.5","110.2","-1.9","109.6","-2.5","0"
"2021-22","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","46","2.53","100.9","2.7","114.3","2.3","111.7","-0.3","0"
"2020-21","Minnesota Timberwolves","","23","-5.25","101.6","2.4","109.5","-2.8","115","2.7","0"
"2019-20","Minnesota Timberwolves","","19","-4.02","103.4","3.1","108.1","-2.5","112.2","1.6","0"
"2018-19","Minnesota Timberwolves","","36","-1.02","100.2","0.2","111.4","1","112.9","2.5","0"
"2017-18","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","47","2.35","96","-1.3","113.4","4.8","111.1","2.5","0"
"2016-17","Minnesota Timberwolves","","31","-0.64","94.6","-1.8","110.8","2","112","3.2","0"
"2013-14","Minnesota Timberwolves","","40","3.1","97.3","3.4","108.9","2.2","106.2","-0.5","0"
"2012-13","Minnesota Timberwolves","","31","-1.83","92.8","0.8","102.9","-3","105.4","-0.5","0"
"2011-12","Minnesota Timberwolves","","26","-1.83","93.3","2","104.3","-0.3","106.6","2","0"
"2009-10","Minnesota Timberwolves","","15","-9.06","96.1","3.4","101.7","-5.9","111.6","4","0"
"2008-09","Minnesota Timberwolves","","24","-4.74","91.6","-0.1","106.1","-2.2","111.4","3.1","0"
"2007-08","Minnesota Timberwolves","","22","-6.26","91.9","-0.5","103.8","-3.7","111.2","3.7","0"
"2006-07","Minnesota Timberwolves","","32","-3.16","91","-0.9","103.9","-2.6","107.9","1.4","0"
"2005-06","Minnesota Timberwolves","","33","-1.75","88.8","-1.7","102.4","-3.8","104.5","-1.7","0"
"2004-05","Minnesota Timberwolves","","44","1.73","89.1","-1.8","108.2","2.1","106.6","0.5","0"
"2002-03","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","51","2.46","91.9","0.9","106.1","2.5","103.8","0.2","0"
"2001-02","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","50","3.58","90.5","-0.2","109","4.5","105.3","0.8","0"
"2000-01","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","47","1.81","91.8","0.5","105.2","2.2","103.7","0.7","0"
"1999-00","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","50","2.67","91.8","-1.3","106.1","2","103.4","-0.7","0"
"1998-99","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","25","-0.17","91","2.1","101.9","-0.3","101.5","-0.7","0"
"1997-98","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","45","0.17","92.6","2.3","107.8","2.8","107.1","2.1","0"
"1996-97","Minnesota Timberwolves","Lost W. Conf. 1st Rnd.","40","-1.82","90.7","0.6","105.5","-1.2","107.1","0.4","0"
"1995-96","Minnesota Timberwolves","","26","-5.14","93.5","1.7","104.1","-3.5","109.8","2.2","0"
"1994-95","Minnesota Timberwolves","","21","-8.22","91.4","-1.5","102.6","-5.7","112.4","4.1","0"
"1993-94","Minnesota Timberwolves","","20","-6.55","94.7","-0.4","101.9","-4.4","109.2","2.9","0"
"1992-93","Minnesota Timberwolves","","19","-7.62","93.8","-3","103.6","-4.4","111.8","3.8","0"
"1991-92","Minnesota Timberwolves","","15","-6.85","95.1","-1.5","105","-3.2","112.4","4.2","0"
"1990-91","Minnesota Timberwolves","","29","-3.75","92.3","-5.5","106.7","-1.2","110.9","3","0"
"1989-90","Minnesota Timberwolves","","22","-3.6","91.1","-7.2","103.6","-4.5","108.2","0.1","0"
"2022-23","Phoenix Suns","","6","10.91","97.3","-2.4","119.8","7.7","107.8","-4.3","0"
"2021-22","Phoenix Suns","Lost W. Conf. Semis","64","6.94","99.8","1.6","114.8","2.8","107.3","-4.7","0"
"2020-21","Phoenix Suns","Lost Finals","51","5.67","97.2","-2","117.2","4.9","111.3","-1","0"
"2019-20","Phoenix Suns","","34","0.56","101.3","1","111.7","1.1","111.4","0.8","0"
"2018-19","Phoenix Suns","","19","-8.61","100.5","0.5","105.9","-4.5","115.1","4.7","0"
"2017-18","Phoenix Suns","","21","-8.8","100.3","3","103.5","-5.1","112.8","4.2","0"
"2016-17","Phoenix Suns","","24","-5.14","100.3","3.9","106.6","-2.2","112.2","3.4","0"
"2015-16","Phoenix Suns","","23","-6.32","98.5","2.7","102.2","-4.2","109","2.6","0"
"2014-15","Phoenix Suns","","39","-0.38","96.3","2.4","105.3","-0.3","106.2","0.6","0"
"2012-13","Phoenix Suns","","25","-5.75","93.4","1.4","101.2","-4.7","108.1","2.2","0"
"2011-12","Phoenix Suns","","33","0.29","92.6","1.3","106.2","1.6","106.5","1.9","0"
"2010-11","Phoenix Suns","","40","-0.46","94.4","2.3","109.5","2.2","110.4","3.1","0"
"2009-10","Phoenix Suns","Lost W. Conf. Finals","54","4.67","95.3","2.6","115.3","7.7","110.2","2.6","0"
"2008-09","Phoenix Suns","","46","1.62","96","4.3","113.6","5.3","111.6","3.3","0"
"2007-08","Phoenix Suns","Lost W. Conf. 1st Rnd.","55","5.14","96.7","4.3","113.3","5.8","108.1","0.6","0"
"2003-04","Phoenix Suns","","29","-2.94","92.6","2.5","101.4","-1.5","105.5","2.6","0"
"2001-02","Phoenix Suns","","36","-0.3","91.4","0.7","103.3","-1.2","104","-0.5","0"
"2000-01","Phoenix Suns","Lost W. Conf. 1st Rnd.","51","2.63","93.1","1.8","100.3","-2.7","98","-5","0"
"1998-99","Phoenix Suns","Lost W. Conf. 1st Rnd.","27","2.15","90","1.1","105.8","3.6","103.3","1.1","0"
"1996-97","Phoenix Suns","Lost W. Conf. 1st Rnd.","40","0.21","93.2","3.1","109.3","2.6","108.6","1.9","0"
"1995-96","Phoenix Suns","Lost W. Conf. 1st Rnd.","41","0.28","93.2","1.4","110.3","2.7","110","2.4","0"
"1994-95","Phoenix Suns","Lost W. Conf. Semis","59","3.86","95.9","3","114.5","6.2","110.4","2.1","0"
"1993-94","Phoenix Suns","Lost W. Conf. Semis","56","4.68","96.7","1.6","111.7","5.4","106.8","0.5","0"
"1991-92","Phoenix Suns","Lost W. Conf. Semis","53","5.68","99.4","2.8","112.1","3.9","106.2","-2","0"
"1990-91","Phoenix Suns","Lost W. Conf. 1st Rnd.","55","6.49","101","3.2","112.6","4.7","106.1","-1.8","0"
"1989-90","Phoenix Suns","Lost W. Conf. Finals","54","7.09","100.7","2.4","113.1","5","106.2","-1.9","0"
"1987-88","Phoenix Suns","","28","-4.8","101.2","1.6","107","-1","111.4","3.4","0"
"1986-87","Phoenix Suns","","36","-2.63","102","1.2","108","-0.3","110.3","2","0"
"1985-86","Phoenix Suns","","32","-3.16","104.8","2.7","104.3","-2.9","107.2","0","0"
"1984-85","Phoenix Suns","Lost W. Conf. 1st Rnd.","36","-2.34","102.5","0.4","104.7","-3.2","106.8","-1.1","0"
"1983-84","Phoenix Suns","Lost W. Conf. Finals","41","0.65","101.4","0","108.9","1.3","108","0.4","0"
"1982-83","Phoenix Suns","Lost W. Conf. 1st Rnd.","53","4.61","101.6","-1.5","105.1","0.4","100.1","-4.6","0"
"1981-82","Phoenix Suns","Lost W. Conf. Semis","46","3.05","99.5","-1.4","105.8","-1.1","102.4","-4.5","0"
"1980-81","Phoenix Suns","Lost W. Conf. Semis","57","4.83","104.7","2.9","104.6","-0.9","99.4","-6.1","0"
"1979-80","Phoenix Suns","Lost W. Conf. Semis","55","3.25","104.8","1.7","105.6","0.3","102.2","-3.1","0"
"1978-79","Phoenix Suns","Lost W. Conf. Finals","50","3.55","108.5","2.7","105.7","1.9","102.4","-1.4","0"
"1976-77","Phoenix Suns","","34","0.64","106.6","0.1","98.1","-1.4","97.5","-2","0"
"1974-75","Phoenix Suns","","32","-2.36","104.3","-0.2","96.4","-1.3","98.6","0.9","0"
"1973-74","Phoenix Suns","","30","-3.2","109.6","1.8","98.1","0.4","101.3","3.6","0"
"1972-73","Phoenix Suns","","38","-0.96","113","2.3","98.4","1.6","99.5","2.7","0"
"1971-72","Phoenix Suns","","49","5.57","113.7","1.7","101.3","3.4","96.5","-1.4","0"
"1970-71","Phoenix Suns","","48","2.33","115.3","0.2","98.2","1","96.6","-0.6","0"
"1969-70","Phoenix Suns","Lost W. Div. Semis","39","-1.66","116.7","-0.4","101.6","2.6","103.1","4.1","0"
"1968-69","Phoenix Suns","","16","-8.26","118.4","1.5","93.8","-1.7","101.1","5.6","0"
"2022-23","Los Angeles Clippers","","4","-6.69","98.6","-1.1","102.4","-9.7","107.8","-4.3","0"
"2021-22","Los Angeles Clippers","","42","0.09","98","-0.2","110.1","-1.9","110.1","-1.9","0"
"2020-21","Los Angeles Clippers","Lost W. Conf. Finals","47","6.02","96.9","-2.3","117.6","5.3","111.2","-1.1","0"
"2016-17","Los Angeles Clippers","Lost W. Conf. 1st Rnd.","51","4.42","96.1","-0.3","112.7","3.9","108.2","-0.6","0"
"2014-15","Los Angeles Clippers","Lost W. Conf. Semis","56","6.8","94.7","0.8","112.4","6.8","105.5","-0.1","0"
"2012-13","Los Angeles Clippers","Lost W. Conf. 1st Rnd.","56","6.43","91.1","-0.9","110.6","4.7","103.6","-2.3","0"
"2011-12","Los Angeles Clippers","Lost W. Conf. Semis","40","2.82","89.2","-2.1","108.5","3.9","105.7","1.1","0"
"2009-10","Los Angeles Clippers","","29","-6.01","92.6","-0.1","103.3","-4.3","110.1","2.5","0"
"2008-09","Los Angeles Clippers","","19","-8.47","92.1","0.4","102.3","-6","111.7","3.4","0"
"2007-08","Los Angeles Clippers","","23","-6.56","92.1","-0.3","101.2","-6.3","109.1","1.6","0"
"2006-07","Los Angeles Clippers","","40","-0.07","90.8","-1.1","105.1","-1.4","105.6","-0.9","0"
"2005-06","Los Angeles Clippers","Lost W. Conf. Semis","47","1.75","91.7","1.2","105.3","-0.9","103.6","-2.6","0"
"2003-04","Los Angeles Clippers","","28","-3.74","91","0.9","103.5","0.6","108.5","5.6","0"
"2002-03","Los Angeles Clippers","","27","-3.45","91.3","0.3","102.3","-1.3","106.8","3.2","0"
"2001-02","Los Angeles Clippers","","39","-0.09","90.1","-0.6","105.5","1","106","1.5","0"
"2000-01","Los Angeles Clippers","","31","-2.23","89.6","-1.7","101.3","-1.7","104.5","1.5","0"
"1999-00","Los Angeles Clippers","","15","-10.73","93.9","0.8","97.8","-6.3","110.1","6","0"
"1998-99","Los Angeles Clippers","","9","-8.94","89.5","0.6","100","-2.2","109.7","7.5","0"
"1997-98","Los Angeles Clippers","","17","-7.53","92.4","2.1","103.3","-1.7","111.2","6.2","0"
"1996-97","Los Angeles Clippers","Lost W. Conf. 1st Rnd.","36","-2.66","91.3","1.2","105.1","-1.6","107.6","0.9","0"
"1995-96","Los Angeles Clippers","","29","-3.46","93.2","1.4","106.5","-1.1","110.3","2.7","0"
"1994-95","Los Angeles Clippers","","17","-8.43","94.3","1.4","101.5","-6.8","111.1","2.8","0"
"1993-94","Los Angeles Clippers","","27","-5.28","99.6","4.5","102.9","-3.4","108.6","2.3","0"
"1992-93","Los Angeles Clippers","Lost W. Conf. 1st Rnd.","41","0.33","99.1","2.3","107.4","-0.6","107.1","-0.9","0"
"1991-92","Los Angeles Clippers","Lost W. Conf. 1st Rnd.","45","1.1","96.5","-0.1","105.8","-2.4","104.7","-3.5","0"
"1990-91","Los Angeles Clippers","","31","-3.16","99.9","2.1","103","-4.9","106.5","-1.4","0"
"1989-90","Los Angeles Clippers","","30","-2.8","99.2","0.9","104","-4.1","107.4","-0.7","0"
"1988-89","Los Angeles Clippers","","21","-9.5","104.4","3.8","100.8","-7","110.2","2.4","0"
"1987-88","Los Angeles Clippers","","17","-10.24","100.8","1.2","97.4","-10.6","107.6","-0.4","0"
"1986-87","Los Angeles Clippers","","12","-11","102.7","1.9","101.2","-7.1","112.3","4","0"
"1985-86","Los Angeles Clippers","","32","-6.83","102.7","0.6","105.4","-1.8","112.1","4.9","0"
"1984-85","Los Angeles Clippers","","31","-4.55","100.9","-1.2","105.8","-2.1","110.3","2.4","0"
"1983-84","San Diego Clippers","","30","-3.21","101.1","-0.3","109.2","1.6","112.4","4.8","0"
"1981-82","San Diego Clippers","","17","-7.05","101.4","0.5","106.6","-0.3","113.8","6.9","0"
"1980-81","San Diego Clippers","","36","-1.78","100.2","-1.6","106","0.5","107.6","2.1","0"
"1979-80","San Diego Clippers","","35","-3.97","101.4","-1.7","105.7","0.4","109.8","4.5","0"
"1978-79","San Diego Clippers","","43","-1.76","106.3","0.5","106.2","2.4","107.9","4.1","0"
"1977-78","Buffalo Braves","","27","-3.55","104.3","-2.4","100.3","-0.6","103.8","2.9","0"
"1975-76","Buffalo Braves","Lost E. Conf. Semis","46","0.85","108.2","2.7","99","0.7","98.2","-0.1","0"
"1971-72","Buffalo Braves","","22","-9.44","108.3","-3.7","93.6","-4.3","102.1","4.2","0"
"1970-71","Buffalo Braves","","22","-8.02","111.9","-3.2","93.7","-3.5","99.6","2.4","0"
"2022-23","Golden State Warriors","","3","-5.97","103.2","3.5","112.4","0.3","116","3.9","0"
"2021-22","Golden State Warriors","Won Finals","53","5.52","98.4","0.2","112.5","0.5","106.9","-5.1","0"
"2020-21","Golden State Warriors","","39","1.1","102.2","3","111.1","-1.2","110.1","-2.2","0"
"2019-20","Golden State Warriors","","15","-8.12","100.3","0","105.2","-5.4","113.8","3.2","0"
"2018-19","Golden State Warriors","Lost Finals","57","6.42","100.9","0.9","115.9","5.5","109.5","-0.9","0"
"2017-18","Golden State Warriors","Won Finals","58","5.79","99.6","2.3","113.6","5","107.6","-1","0"
"2013-14","Golden State Warriors","Lost W. Conf. 1st Rnd.","51","5.15","96.2","2.3","107.5","0.8","102.6","-4.1","0"
"2012-13","Golden State Warriors","Lost W. Conf. Semis","47","1.32","94.5","2.5","106.4","0.5","105.5","-0.4","0"
"2011-12","Golden State Warriors","","23","-2.79","92.3","1","105.4","0.8","109.1","4.5","0"
"2010-11","Golden State Warriors","","36","-2","94.8","2.7","108.2","0.9","110.7","3.4","0"
"2009-10","Golden State Warriors","","26","-3.28","100.4","7.7","108.1","0.5","111.7","4.1","0"
"2008-09","Golden State Warriors","","29","-3.8","98.2","6.5","109.5","1.2","113.3","5","0"
"2007-08","Golden State Warriors","","48","2.38","98.8","6.4","111.8","4.3","109.5","2","0"
"2005-06","Golden State Warriors","","34","-1.11","93.3","2.8","104.8","-1.4","106.2","0","0"
"2004-05","Golden State Warriors","","34","-1.74","93.3","2.4","104.7","-1.4","106.9","0.8","0"
"2003-04","Golden State Warriors","","37","-0.07","89.8","-0.3","103","0.1","103.8","0.9","0"
"2001-02","Golden State Warriors","","21","-4.8","94.5","3.8","102.8","-1.7","108.5","4","0"
"2000-01","Golden State Warriors","","17","-8.11","94.1","2.8","97.8","-5.2","107.4","4.4","0"
"1999-00","Golden State Warriors","","19","-7.63","95.4","2.3","99.8","-4.3","108.4","4.3","0"
"1998-99","Golden State Warriors","","21","-2.63","88.9","0","98.4","-3.8","101.1","-1.1","0"
"1997-98","Golden State Warriors","","19","-9.2","91.4","1.1","95.8","-9.2","105.7","0.7","0"
"1996-97","Golden State Warriors","","30","-4.9","91.9","1.8","107.2","0.5","112.2","5.5","0"
"1995-96","Golden State Warriors","","36","-1.42","93.4","1.6","108.4","0.8","109.9","2.3","0"
"1994-95","Golden State Warriors","","26","-4.9","97.9","5","106.7","-1.6","112.2","3.9","0"
"1992-93","Golden State Warriors","","34","-0.94","99.5","2.7","109.2","1.2","110.2","2.2","0"
"1991-92","Golden State Warriors","Lost W. Conf. 1st Rnd.","55","3.77","103.4","6.8","113.6","5.4","109.9","1.7","0"
"1990-91","Golden State Warriors","Lost W. Conf. Semis","44","1.72","103.6","5.8","111.9","4","110.3","2.4","0"
"1989-90","Golden State Warriors","","37","-2.55","105.9","7.6","109.6","1.5","112.6","4.5","0"
"1987-88","Golden State Warriors","","20","-8.38","101.6","2","104.7","-3.3","112.9","4.9","0"
"1986-87","Golden State Warriors","Lost W. Conf. Semis","42","-2.54","101.7","0.9","108.9","0.6","111.2","2.9","0"
"1985-86","Golden State Warriors","","30","-3.59","104.2","2.1","108.3","1.1","111.6","4.4","0"
"1984-85","Golden State Warriors","","22","-7.21","103.2","1.1","106","-1.9","113","5.1","0"
"1983-84","Golden State Warriors","","37","-3.35","103.3","1.9","105.5","-2.1","108.8","1.2","0"
"1982-83","Golden State Warriors","","30","-3.48","104","0.9","103.9","-0.8","107.4","2.7","0"
"1981-82","Golden State Warriors","","45","0.8","101.4","0.5","108.8","1.9","107.7","0.8","0"
"1980-81","Golden State Warriors","","39","-1.41","101","-0.8","108.5","3","109.7","4.2","0"
"1979-80","Golden State Warriors","","24","-4.2","100.5","-2.6","102","-3.3","106.3","1","0"
"1978-79","Golden State Warriors","","38","0.46","102.2","-3.6","102.4","-1.4","102","-1.8","0"
"1977-78","Golden State Warriors","","43","0.41","106","-0.7","99.6","-1.3","99.3","-1.6","0"
"1976-77","Golden State Warriors","Lost W. Conf. Semis","46","3.1","107.8","1.3","102.4","2.9","99.5","0","0"
"1975-76","Golden State Warriors","Lost W. Conf. Finals","59","6.23","108.3","2.8","100.6","2.3","94.5","-3.8","0"
"1973-74","Golden State Warriors","","44","2.42","108.9","1.1","100.8","3.1","98.4","0.7","0"
"1972-73","Golden State Warriors","Lost W. Conf. Finals","47","3.12","112.2","1.5","96.8","0","94","-2.8","0"
"1971-72","Golden State Warriors","Lost W. Conf. Semis","51","0.92","113","1","95.6","-2.3","94.9","-3","0"
"1970-71","San Francisco Warriors","Lost W. Conf. Semis","41","-0.83","113.5","-1.6","94.2","-3","95.5","-1.7","0"
"1969-70","San Francisco Warriors","","30","-4.15","116.3","-0.8","94.8","-4.2","98.6","-0.4","0"
"1968-69","San Francisco Warriors","Lost W. Div. Semis","41","-1.53","117.1","0.2","92.2","-3.3","93.5","-2","0"
"1967-68","San Francisco Warriors","Lost W. Div. Finals","43","-0.66","123.6","3.8","94.1","-2.7","94.6","-2.2","0"
"1966-67","San Francisco Warriors","Lost Finals","44","2.58","127.4","5.8","95.3","-0.8","93.1","-3","0"
"1964-65","San Francisco Warriors","","17","-5.49","119.7","2.4","87.7","-5.9","92.8","-0.8","0"
"1963-64","San Francisco Warriors","Lost Finals","48","4.41","115.1","1.9","93","-1.6","88.6","-6","0"
"1962-63","San Francisco Warriors","","31","-1.86","123.2","8.2","95.2","-0.7","96.8","0.9","0"
"1961-62","Philadelphia Warriors","Lost E. Div. Finals","49","2.63","131.1","9.8","94.5","0.9","92.4","-1.2","0"
"1960-61","Philadelphia Warriors","Lost E. Div. Semis","46","0.89","132","8.5","91.2","-0.9","90.5","-1.6","0"
"1959-60","Philadelphia Warriors","Lost E. Div. Finals","49","2.77","133.3","11","88.7","-2.4","86.8","-4.3","0"
"1958-59","Philadelphia Warriors","","32","-2.29","118.4","6.4","86.7","-3.5","89.3","-0.9","0"
"1957-58","Philadelphia Warriors","Lost E. Div. Finals","37","0.21","117.8","0.8","88.3","-0.5","88.4","-0.4","0"
"1956-57","Philadelphia Warriors","Lost E. Div. Semis","37","1.54","108","3.1","92.4","3.5","90.9","2","0"
"1955-56","Philadelphia Warriors","Won Finals","45","3.82","108.5","5.7","94.6","4.3","90.7","0.4","0"
"1954-55","Philadelphia Warriors","","33","-0.19","102.9","4.8","89.6","-0.2","89.9","0.1","0"
"1953-54","Philadelphia Warriors","","29","-1.89","89.4","5.8","86.7","-0.8","89","1.5","0"
"1952-53","Philadelphia Warriors","","12","-7.75","94.7","14.3","83.9","-4.1","91.4","3.7","0"
"1951-52","Philadelphia Warriors","Lost E. Div. Semis","33","-1.08","95.5","9.7","89.5","2.6","90.8","3.9","0"
"1950-51","Philadelphia Warriors","Lost E. Div. Semis","40","3.4","99.3","13.8","84.8","-0.3","81","-4.1","0"
"1949-50","Philadelphia Warriors","Lost E. Div. Semis","26","-2.27","","","","","","","0"
"2022-23","Sacramento Kings","","2","-5.09","100.9","1.2","112.2","0.1","114.9","2.8","0"
"2021-22","Sacramento Kings","","30","-5.26","99.8","1.6","109.9","-2.1","115.3","3.3","0"
"2020-21","Sacramento Kings","","31","-3.45","100","0.8","113.6","1.3","117.2","4.9","0"
"2019-20","Sacramento Kings","","31","-1.59","98.9","-1.4","110.2","-0.4","112.2","1.6","0"
"2018-19","Sacramento Kings","","39","-0.81","103.1","3.1","110.4","0","111.5","1.1","0"
"2017-18","Sacramento Kings","","27","-6.6","94.9","-2.4","103.7","-4.9","111.1","2.5","0"
"2016-17","Sacramento Kings","","32","-3.29","94.9","-1.5","107.3","-1.5","111.3","2.5","0"
"2015-16","Sacramento Kings","","33","-2.32","100","4.2","106","-0.4","108.4","2","0"
"2014-15","Sacramento Kings","","29","-3.07","95.4","1.5","105.3","-0.3","109.2","3.6","0"
"2013-14","Sacramento Kings","","28","-2.08","94.4","0.5","105.7","-1","108.8","2.1","0"
"2012-13","Sacramento Kings","","28","-4.26","93.6","1.6","106.2","0.3","111.4","5.5","0"
"2011-12","Sacramento Kings","","22","-4.95","94.7","3.4","103.8","-0.8","109.8","5.2","0"
